fecha,licenciataria,demanda_millones_m3d
2022-08-07,Camuzzi Gas Pampeana,13.844277
2022-08-07,Naturgy BAN,10.69
2022-08-07,Naturgy NOA,1.61
2022-08-07,Distribuidora de Gas del Centro,4.622154
2022-08-07,Litoral Gas,4.268178
2022-08-07,GasNea,0.790311
2022-08-07,MetroGAS,11.8161
2022-08-07,Distribuidora de Gas Cuyana,5.978002
2022-08-08,Litoral Gas,5.712616
2022-08-08,Naturgy NOA,1.95
2022-08-08,Camuzzi Gas del Sur,19.168624
2022-08-08,MetroGAS,13.7393
2022-08-08,Camuzzi Gas Pampeana,14.588352
2022-08-08,GasNea,0.914645
2022-08-08,Distribuidora de Gas Cuyana,6.352332
2022-08-08,Naturgy BAN,12.49
2022-08-08,Distribuidora de Gas del Centro,5.934894
2022-08-09,Litoral Gas,5.696583
2022-08-09,GasNea,0.895644
2022-08-09,Naturgy NOA,2.05
2022-08-09,MetroGAS,13.4658
2022-08-09,Camuzzi Gas Pampeana,14.608638
2022-08-09,Camuzzi Gas del Sur,18.747724
2022-08-09,Naturgy BAN,12.37
2022-08-09,Distribuidora de Gas Cuyana,6.40393
2022-08-09,Distribuidora de Gas del Centro,5.93126
2022-08-10,Naturgy BAN,11.51
2022-08-10,Camuzzi Gas del Sur,18.138625
2022-08-10,Camuzzi Gas Pampeana,14.151406
2022-08-10,Distribuidora de Gas del Centro,5.918649
2022-08-10,GasNea,0.949413
2022-08-10,Litoral Gas,5.618761
2022-08-10,MetroGAS,13.0638
2022-08-10,Naturgy NOA,2.05
2022-08-10,Distribuidora de Gas Cuyana,5.768388
2022-08-11,Distribuidora de Gas Cuyana,5.129065
2022-08-11,Litoral Gas,4.861521
2022-08-11,Camuzzi Gas del Sur,17.097657
2022-08-11,Naturgy NOA,1.97
2022-08-11,GasNea,0.857147
2022-08-11,MetroGAS,11.6541
2022-08-11,Distribuidora de Gas del Centro,4.939525
2022-08-11,Camuzzi Gas Pampeana,12.961434
2022-08-11,Naturgy BAN,11.37
2022-08-12,Naturgy NOA,1.87
2022-08-12,Distribuidora de Gas Cuyana,4.614039
2022-08-12,Litoral Gas,4.114114
2022-08-12,GasNea,0.715409
2022-08-12,MetroGAS,10.1628
2022-08-12,Camuzzi Gas del Sur,16.676237
2022-08-12,Distribuidora de Gas del Centro,4.042832
2022-08-12,Naturgy BAN,9.49
2022-08-12,Camuzzi Gas Pampeana,11.608257
2022-08-13,Distribuidora de Gas Cuyana,4.07
2022-08-13,GasNea,0.545353
2022-08-13,MetroGAS,7.6735
2022-08-13,Naturgy NOA,1.77
2022-08-13,Litoral Gas,3.061297
2022-08-13,Naturgy BAN,7.25
2022-08-13,Camuzzi Gas del Sur,15.563437
2022-08-13,Camuzzi Gas Pampeana,9.882898
2022-08-13,Distribuidora de Gas del Centro,3.449871
2022-08-14,GasNea,0.512904
2022-08-14,Distribuidora de Gas del Centro,2.428737
2022-08-14,Naturgy NOA,1.36
2022-08-14,Litoral Gas,2.593791
2022-08-14,Distribuidora de Gas Cuyana,3.825775
2022-08-14,Naturgy BAN,5.67
2022-08-14,Camuzzi Gas del Sur,16.129954
2022-08-14,MetroGAS,6.1325
2022-08-14,Camuzzi Gas Pampeana,8.149666
2022-08-15,MetroGAS,8.9753
2022-08-15,GasNea,0.495362
2022-08-15,Distribuidora de Gas Cuyana,3.96285
2022-08-15,Litoral Gas,3.148096
2022-08-15,Naturgy NOA,1.33
2022-08-15,Naturgy BAN,8.76
2022-08-15,Camuzzi Gas del Sur,17.06294
2022-08-15,Camuzzi Gas Pampeana,10.483496
2022-08-15,Distribuidora de Gas del Centro,3.433919
2022-08-16,MetroGAS,10.7131
2022-08-16,Distribuidora de Gas del Centro,3.65201
2022-08-16,Distribuidora de Gas Cuyana,4.041721
2022-08-16,Camuzzi Gas Pampeana,12.130707
2022-08-16,Camuzzi Gas del Sur,18.000231
2022-08-16,GasNea,0.779488
2022-08-16,Litoral Gas,4.517367
2022-08-16,Naturgy BAN,9.93
2022-08-16,Naturgy NOA,1.71
2022-08-17,Distribuidora de Gas del Centro,4.646919
2022-08-17,Distribuidora de Gas Cuyana,4.092874
2022-08-17,Camuzzi Gas del Sur,18.610938
2022-08-17,Naturgy NOA,1.67
2022-08-17,Naturgy BAN,11.64
2022-08-17,GasNea,0.737704
2022-08-17,MetroGAS,12.8355
2022-08-17,Litoral Gas,4.712791
2022-08-17,Camuzzi Gas Pampeana,13.656803
2022-08-18,Naturgy BAN,13.03
2022-08-18,Distribuidora de Gas del Centro,5.213142
2022-08-18,Litoral Gas,5.438734
2022-08-18,Camuzzi Gas Pampeana,14.817717
2022-08-18,Distribuidora de Gas Cuyana,5.070617
2022-08-18,GasNea,0.902425
2022-08-18,MetroGAS,14.3667
2022-08-18,Camuzzi Gas del Sur,17.809503
2022-08-18,Naturgy NOA,1.87
2022-08-19,Camuzzi Gas del Sur,15.755983
2022-08-19,MetroGAS,12.8636
2022-08-19,Naturgy BAN,12.37
2022-08-19,GasNea,0.995065
2022-08-19,Distribuidora de Gas Cuyana,4.861183
2022-08-19,Litoral Gas,5.016585
2022-08-19,Camuzzi Gas Pampeana,13.727534
2022-08-19,Distribuidora de Gas del Centro,5.139
2022-08-19,Naturgy NOA,1.78
2022-08-20,Camuzzi Gas del Sur,15.097044
2022-08-20,Camuzzi Gas Pampeana,11.798098
2022-08-20,MetroGAS,11.1489
2022-08-20,Litoral Gas,4.701598
2022-08-20,Naturgy BAN,10.58
2022-08-20,GasNea,0.800607
2022-08-20,Distribuidora de Gas del Centro,4.461
2022-08-20,Naturgy NOA,1.61
2022-08-20,Distribuidora de Gas Cuyana,4.122078
2022-08-21,MetroGAS,9.9873
2022-08-21,Distribuidora de Gas Cuyana,3.539728
2022-08-21,Litoral Gas,4.113048
2022-08-21,Camuzzi Gas Pampeana,11.779955
2022-08-21,GasNea,0.822487
2022-08-21,Camuzzi Gas del Sur,15.43826
2022-08-21,Distribuidora de Gas del Centro,3.977008
2022-08-21,Naturgy BAN,9.48
2022-08-21,Naturgy NOA,1.3
2022-08-22,Distribuidora de Gas del Centro,4.201525
2022-08-22,GasNea,0.867147
2022-08-22,Naturgy NOA,1.37
2022-08-22,Litoral Gas,4.532098
2022-08-22,MetroGAS,11.9867
2022-08-22,Camuzzi Gas Pampeana,12.483222
2022-08-22,Distribuidora de Gas Cuyana,3.825306
2022-08-22,Naturgy BAN,10.62
2022-08-22,Camuzzi Gas del Sur,15.104373
2022-08-23,GasNea,0.752635
2022-08-23,MetroGAS,10.0561
2022-08-23,Naturgy NOA,1.36
2022-08-23,Litoral Gas,3.832553
2022-08-23,Distribuidora de Gas Cuyana,3.886035
2022-08-23,Camuzzi Gas Pampeana,11.65748
2022-08-23,Naturgy BAN,9.01
2022-08-23,Distribuidora de Gas del Centro,3.636
2022-08-23,Camuzzi Gas del Sur,15.273622
2022-08-24,Camuzzi Gas del Sur,15.537469
2022-08-24,Distribuidora de Gas del Centro,3.036401
2022-08-24,Camuzzi Gas Pampeana,9.210014
2022-08-24,Naturgy NOA,1.29
2022-08-24,Litoral Gas,2.961678
2022-08-24,MetroGAS,8.1332
2022-08-24,GasNea,0.574772
2022-08-24,Naturgy BAN,7.38
2022-08-24,Distribuidora de Gas Cuyana,3.431011
2022-08-25,Distribuidora de Gas del Centro,2.304
2022-08-25,Naturgy BAN,6.18
2022-08-25,Naturgy NOA,1.18
2022-08-25,Litoral Gas,2.512513
2022-08-25,MetroGAS,6.7821
2022-08-25,Camuzzi Gas Pampeana,7.811256
2022-08-25,Camuzzi Gas del Sur,15.434197
2022-08-25,GasNea,0.442304
2022-08-25,Distribuidora de Gas Cuyana,3.342671
2022-08-26,Naturgy NOA,1.22
2022-08-26,Camuzzi Gas Pampeana,8.620966
2022-08-26,Camuzzi Gas del Sur,15.990672
2022-08-26,GasNea,0.390462
2022-08-26,Naturgy BAN,5.85
2022-08-26,Distribuidora de Gas Cuyana,3.0558
2022-08-26,Distribuidora de Gas del Centro,2.20353
2022-08-26,Litoral Gas,2.234386
2022-08-26,MetroGAS,6.5996
2022-08-27,Camuzzi Gas del Sur,16.508924
2022-08-27,Distribuidora de Gas del Centro,2.192234
2022-08-27,Litoral Gas,2.625546
2022-08-27,GasNea,0.394526
2022-08-27,Naturgy NOA,1.2
2022-08-27,Camuzzi Gas Pampeana,10.327958
2022-08-27,Distribuidora de Gas Cuyana,3.480231
2022-08-27,Naturgy BAN,7.28
2022-08-27,MetroGAS,8.1555
2022-08-28,Naturgy BAN,10.14
2022-08-28,Distribuidora de Gas del Centro,3.268
2022-08-28,GasNea,0.712896
2022-08-28,MetroGAS,11.1415
2022-08-28,Distribuidora de Gas Cuyana,3.777059
2022-08-28,Camuzzi Gas del Sur,15.671731
2022-08-28,Litoral Gas,3.670615
2022-08-28,Camuzzi Gas Pampeana,11.758053
2022-08-28,Naturgy NOA,1.28
2022-08-29,Distribuidora de Gas Cuyana,3.603
2022-08-29,Litoral Gas,4.643845
2022-08-29,Naturgy NOA,1.34
2022-08-29,GasNea,0.862016
2022-08-29,MetroGAS,12.0967
2022-08-29,Distribuidora de Gas del Centro,4.419351
2022-08-29,Camuzzi Gas del Sur,14.423814
2022-08-29,Camuzzi Gas Pampeana,12.13724
2022-08-29,Naturgy BAN,11.15
2022-08-30,Naturgy BAN,9.79
2022-08-30,Distribuidora de Gas del Centro,4.099
2022-08-30,Camuzzi Gas Pampeana,11.401204
2022-08-30,Camuzzi Gas del Sur,13.67241
2022-08-30,GasNea,0.826458
2022-08-30,Naturgy NOA,1.31
2022-08-30,MetroGAS,10.5023
2022-08-30,Litoral Gas,4.194888
2022-08-30,Distribuidora de Gas Cuyana,3.858726
2022-08-31,Distribuidora de Gas Cuyana,3.242955
2022-08-31,GasNea,0.652003
2022-08-31,Naturgy NOA,1.26
2022-08-31,MetroGAS,8.4758
2022-08-31,Distribuidora de Gas del Centro,3.140678
2022-08-31,Naturgy BAN,7.81
2022-08-31,Camuzzi Gas del Sur,13.514243
2022-08-31,Litoral Gas,3.239731
2022-08-31,Camuzzi Gas Pampeana,9.496304
2022-09-01,GasNea,0.600669
2022-09-01,Distribuidora de Gas del Centro,2.931364
2022-09-01,Litoral Gas,3.168371
2022-09-01,MetroGAS,8.6111
2022-09-01,Distribuidora de Gas Cuyana,3.319202
2022-09-01,Naturgy BAN,8.23
2022-09-01,Naturgy NOA,1.23
2022-09-01,Camuzzi Gas Pampeana,9.452202
2022-09-01,Camuzzi Gas del Sur,13.915727
2022-09-02,Distribuidora de Gas Cuyana,3.57434
2022-09-02,MetroGAS,10.2014
2022-09-02,Litoral Gas,3.569725
2022-09-02,GasNea,0.535596
2022-09-02,Naturgy BAN,9.11
2022-09-02,Distribuidora de Gas del Centro,3.418337
2022-09-02,Naturgy NOA,1.26
2022-09-02,Camuzzi Gas del Sur,13.604821
2022-09-02,Camuzzi Gas Pampeana,10.539036
2022-09-03,Distribuidora de Gas Cuyana,3.477958
2022-09-03,Naturgy BAN,8.35
2022-09-03,Camuzzi Gas del Sur,12.18179
2022-09-03,Distribuidora de Gas del Centro,3.057126
2022-09-03,Camuzzi Gas Pampeana,9.617607
2022-09-03,MetroGAS,9.005
2022-09-03,GasNea,0.483637
2022-09-03,Litoral Gas,3.17524
2022-09-03,Naturgy NOA,1.26
2022-09-04,Camuzzi Gas Pampeana,8.376799
2022-09-04,Litoral Gas,2.800955
2022-09-04,Naturgy NOA,1.13
2022-09-04,Naturgy BAN,7.11
2022-09-04,Distribuidora de Gas Cuyana,2.645529
2022-09-04,GasNea,0.632977
2022-09-04,Camuzzi Gas del Sur,11.623377
2022-09-04,MetroGAS,7.6728
2022-09-04,Distribuidora de Gas del Centro,2.613861
2022-09-05,Distribuidora de Gas Cuyana,2.392443
2022-09-05,GasNea,0.73065
2022-09-05,Litoral Gas,3.076031
2022-09-05,Camuzzi Gas del Sur,11.037182
2022-09-05,MetroGAS,7.9037
2022-09-05,Naturgy BAN,7.35
2022-09-05,Distribuidora de Gas del Centro,2.787352
2022-09-05,Naturgy NOA,1.32
2022-09-05,Camuzzi Gas Pampeana,6.985759
2022-09-06,Litoral Gas,2.869714
2022-09-06,Distribuidora de Gas Cuyana,2.421485
2022-09-06,Naturgy BAN,6.71
2022-09-06,GasNea,0.586171
2022-09-06,MetroGAS,7.4589
2022-09-06,Camuzzi Gas Pampeana,6.634672
2022-09-06,Naturgy NOA,1.1
2022-09-06,Distribuidora de Gas del Centro,2.628635
2022-09-06,Camuzzi Gas del Sur,11.676034
2022-09-07,Naturgy NOA,1.06
2022-09-07,Camuzzi Gas del Sur,13.93916
2022-09-07,Distribuidora de Gas Cuyana,2.349265
2022-09-07,Naturgy BAN,5.9
2022-09-07,Litoral Gas,2.531502
2022-09-07,Camuzzi Gas Pampeana,6.515525
2022-09-07,MetroGAS,6.4952
2022-09-07,GasNea,0.526827
2022-09-07,Distribuidora de Gas del Centro,2.447752
2022-09-08,Litoral Gas,2.726689
2022-09-08,MetroGAS,7.3274
2022-09-08,Naturgy BAN,6.63
2022-09-08,Distribuidora de Gas del Centro,2.80885
2022-09-08,GasNea,0.437823
2022-09-08,Distribuidora de Gas Cuyana,3.549704
2022-09-08,Camuzzi Gas del Sur,15.389668
2022-09-08,Camuzzi Gas Pampeana,9.484226
2022-09-08,Naturgy NOA,1.05
2022-09-09,Camuzzi Gas Pampeana,11.968478
2022-09-09,Naturgy NOA,1.16
2022-09-09,Naturgy BAN,9.91
2022-09-09,Distribuidora de Gas del Centro,3.366
2022-09-09,Distribuidora de Gas Cuyana,3.833379
2022-09-09,Litoral Gas,3.514994
2022-09-09,MetroGAS,11.4834
2022-09-09,Camuzzi Gas del Sur,14.7491
2022-09-09,GasNea,0.505841
2022-09-10,Litoral Gas,3.120165
2022-09-10,MetroGAS,9.3566
2022-09-10,GasNea,0.514782
2022-09-10,Naturgy NOA,1.2
2022-09-10,Distribuidora de Gas Cuyana,3.546772
2022-09-10,Camuzzi Gas Pampeana,10.831736
2022-09-10,Camuzzi Gas del Sur,13.235152
2022-09-10,Naturgy BAN,8.63
2022-09-10,Distribuidora de Gas del Centro,2.909
2022-09-11,Camuzzi Gas Pampeana,9.755752
2022-09-11,Camuzzi Gas del Sur,12.370871
2022-09-11,Distribuidora de Gas Cuyana,2.91866
2022-09-11,Distribuidora de Gas del Centro,2.6222
2022-09-11,GasNea,0.607498
2022-09-11,Litoral Gas,3.110754
2022-09-11,Naturgy NOA,1.18
2022-09-11,MetroGAS,8.4716
2022-09-11,Naturgy BAN,7.92
2022-09-12,GasNea,0.788903
2022-09-12,Distribuidora de Gas del Centro,2.927335
2022-09-12,Naturgy BAN,7.73
2022-09-12,Distribuidora de Gas Cuyana,3.01
2022-09-12,Litoral Gas,3.360139
2022-09-12,MetroGAS,8.28
2022-09-12,Camuzzi Gas Pampeana,8.786168
2022-09-12,Naturgy NOA,1.25
2022-09-12,Camuzzi Gas del Sur,12.831081
2022-09-13,Camuzzi Gas del Sur,12.311676
2022-09-13,Distribuidora de Gas Cuyana,3.137135
2022-09-13,Distribuidora de Gas del Centro,2.867963
2022-09-13,Naturgy BAN,7.48
2022-09-13,Naturgy NOA,1.23
2022-09-13,GasNea,0.625616
2022-09-13,MetroGAS,8.4678
2022-09-13,Camuzzi Gas Pampeana,9.241348
2022-09-13,Litoral Gas,3.003133
2022-09-14,Distribuidora de Gas del Centro,2.785185
2022-09-14,Naturgy NOA,1.19
2022-09-14,MetroGAS,7.9851
2022-09-14,Camuzzi Gas Pampeana,8.253989
2022-09-14,Litoral Gas,2.805393
2022-09-14,GasNea,0.580358
2022-09-14,Naturgy BAN,7.02
2022-09-14,Camuzzi Gas del Sur,11.182069
2022-09-14,Distribuidora de Gas Cuyana,3.095297
2022-09-15,Camuzzi Gas del Sur,10.557705
2022-09-15,GasNea,0.523926
2022-09-15,Camuzzi Gas Pampeana,7.208799
2022-09-15,MetroGAS,7.263
2022-09-15,Naturgy BAN,6.58
2022-09-15,Distribuidora de Gas Cuyana,2.373776
2022-09-15,Litoral Gas,2.643622
2022-09-15,Naturgy NOA,1.14
2022-09-15,Distribuidora de Gas del Centro,2.255632
2022-09-16,Distribuidora de Gas Cuyana,2.184833
2022-09-16,GasNea,0.512209
2022-09-16,Litoral Gas,2.323116
2022-09-16,MetroGAS,6.758
2022-09-16,Naturgy BAN,6.04
2022-09-16,Camuzzi Gas del Sur,11.65103
2022-09-16,Camuzzi Gas Pampeana,6.498245
2022-09-16,Naturgy NOA,1.07
2022-09-16,Distribuidora de Gas del Centro,2.100037
2022-09-17,Naturgy BAN,4.77
2022-09-17,GasNea,0.359923
2022-09-17,Litoral Gas,1.98115
2022-09-17,Camuzzi Gas del Sur,13.380184
2022-09-17,Naturgy NOA,1.01
2022-09-17,Distribuidora de Gas del Centro,1.85527
2022-09-17,Camuzzi Gas Pampeana,6.323071
2022-09-17,MetroGAS,5.536
2022-09-17,Distribuidora de Gas Cuyana,2.11
2022-09-18,Camuzzi Gas Pampeana,6.271453
2022-09-18,Camuzzi Gas del Sur,15.261324
2022-09-18,Naturgy NOA,0.84
2022-09-18,Distribuidora de Gas del Centro,2.206243
2022-09-18,Distribuidora de Gas Cuyana,2.8034
2022-09-18,MetroGAS,5.2274
2022-09-18,Litoral Gas,2.01591
2022-09-18,GasNea,0.424101
2022-09-18,Naturgy BAN,4.55
2022-09-19,Naturgy BAN,5.62
2022-09-19,Distribuidora de Gas Cuyana,4.042609
2022-09-19,Litoral Gas,3.220123
2022-09-19,Camuzzi Gas Pampeana,8.821301
2022-09-19,Distribuidora de Gas del Centro,3.1071
2022-09-19,GasNea,0.567931
2022-09-19,MetroGAS,6.1533
2022-09-19,Naturgy NOA,1.04
2022-09-19,Camuzzi Gas del Sur,16.315046
2022-09-20,Litoral Gas,3.933265
2022-09-20,Distribuidora de Gas del Centro,4.029569
2022-09-20,Naturgy NOA,1.21
2022-09-20,MetroGAS,8.4829
2022-09-20,Distribuidora de Gas Cuyana,3.769633
2022-09-20,Naturgy BAN,7.18
2022-09-20,Camuzzi Gas Pampeana,10.002121
2022-09-20,Camuzzi Gas del Sur,16.413708
2022-09-20,GasNea,0.596442
2022-09-21,Naturgy BAN,7.23
2022-09-21,Camuzzi Gas del Sur,16.538437
2022-09-21,Camuzzi Gas Pampeana,9.760917
2022-09-21,Distribuidora de Gas del Centro,5.145299
2022-09-21,Naturgy NOA,1.27
2022-09-21,Litoral Gas,3.838408
2022-09-21,GasNea,0.464201
2022-09-21,Distribuidora de Gas Cuyana,4.37783
2022-09-21,MetroGAS,8.2625
2022-09-22,Distribuidora de Gas Cuyana,3.700423
2022-09-22,Distribuidora de Gas del Centro,4.200555
2022-09-22,Naturgy NOA,1.29
2022-09-22,Camuzzi Gas del Sur,14.678743
2022-09-22,Naturgy BAN,7.7
2022-09-22,GasNea,0.565504
2022-09-22,MetroGAS,8.533
2022-09-22,Camuzzi Gas Pampeana,9.188656
2022-09-22,Litoral Gas,3.477808
2022-09-23,MetroGAS,7.7833
2022-09-23,Camuzzi Gas Pampeana,9.194633
2022-09-23,Distribuidora de Gas Cuyana,2.964042
2022-09-23,Camuzzi Gas del Sur,12.879213
2022-09-23,Naturgy NOA,1.34
2022-09-23,Naturgy BAN,7.08
2022-09-23,Litoral Gas,2.991678
2022-09-23,Distribuidora de Gas del Centro,3.021909
2022-09-23,GasNea,0.63217
2022-09-24,Naturgy NOA,1.25
2022-09-24,GasNea,0.403996
2022-09-24,Litoral Gas,2.36937
2022-09-24,MetroGAS,6.254
2022-09-24,Naturgy BAN,5.5
2022-09-24,Camuzzi Gas del Sur,12.690423
2022-09-24,Distribuidora de Gas Cuyana,2.413814
2022-09-24,Distribuidora de Gas del Centro,2.609641
2022-09-24,Camuzzi Gas Pampeana,7.222958
2022-09-25,Litoral Gas,2.114966
2022-09-25,MetroGAS,5.4972
2022-09-25,GasNea,0.466556
2022-09-25,Camuzzi Gas del Sur,12.230714
2022-09-25,Naturgy NOA,1.15
2022-09-25,Distribuidora de Gas del Centro,2.492468
2022-09-25,Naturgy BAN,5.26
2022-09-25,Camuzzi Gas Pampeana,6.851689
2022-09-25,Distribuidora de Gas Cuyana,2.750406
2022-09-26,Litoral Gas,2.369633
2022-09-26,Camuzzi Gas del Sur,12.48523
2022-09-26,Naturgy NOA,1.06
2022-09-26,Camuzzi Gas Pampeana,6.441694
2022-09-26,GasNea,0.488906
2022-09-26,Naturgy BAN,5.42
2022-09-26,Distribuidora de Gas Cuyana,2.240678
2022-09-26,Distribuidora de Gas del Centro,2.610113
2022-09-26,MetroGAS,5.8325
2022-09-27,MetroGAS,5.9679
2022-09-27,Naturgy NOA,1.11
2022-09-27,Distribuidora de Gas Cuyana,2.894449
2022-09-27,Litoral Gas,2.380267
2022-09-27,GasNea,0.445117
2022-09-27,Naturgy BAN,5.41
2022-09-27,Camuzzi Gas Pampeana,6.206912
2022-09-27,Camuzzi Gas del Sur,11.884605
2022-09-27,Distribuidora de Gas del Centro,3.302899
2022-09-28,MetroGAS,7.4036
2022-09-28,Distribuidora de Gas Cuyana,2.925703
2022-09-28,Naturgy BAN,6.25
2022-09-28,Distribuidora de Gas del Centro,3.594872
2022-09-28,Naturgy NOA,1.24
2022-09-28,Camuzzi Gas Pampeana,6.854725
2022-09-28,Camuzzi Gas del Sur,10.170034
2022-09-28,Litoral Gas,2.319594
2022-09-28,GasNea,0.542177
2022-09-29,Camuzzi Gas Pampeana,6.930966
2022-09-29,Litoral Gas,2.66867
2022-09-29,Naturgy NOA,1.22
2022-09-29,Camuzzi Gas del Sur,8.397652
2022-09-29,Distribuidora de Gas Cuyana,3.042311
2022-09-29,Naturgy BAN,6.65
2022-09-29,GasNea,0.459865
2022-09-29,Distribuidora de Gas del Centro,2.608478
2022-09-29,MetroGAS,7.6869
2022-09-30,GasNea,0.500071
2022-09-30,Litoral Gas,2.271962
2022-09-30,Distribuidora de Gas del Centro,2.395672
2022-09-30,MetroGAS,6.8102
2022-09-30,Naturgy BAN,5.94
2022-09-30,Camuzzi Gas del Sur,8.429711
2022-09-30,Naturgy NOA,1.32
2022-09-30,Distribuidora de Gas Cuyana,2.110505
2022-09-30,Camuzzi Gas Pampeana,6.357771
2022-10-01,Camuzzi Gas del Sur,8.393102
2022-10-01,Litoral Gas,1.70997
2022-10-01,GasNea,0.4084
2022-10-01,Naturgy NOA,1.23
2022-10-01,Camuzzi Gas Pampeana,5.098924
2022-10-01,Naturgy BAN,4.71
2022-10-01,Distribuidora de Gas Cuyana,1.990055
2022-10-01,Distribuidora de Gas del Centro,1.75199
2022-10-01,MetroGAS,5.4334
2022-10-02,Camuzzi Gas Pampeana,5.753168
2022-10-02,Litoral Gas,1.464016
2022-10-02,Distribuidora de Gas Cuyana,1.4237
2022-10-02,MetroGAS,4.8528
2022-10-02,Distribuidora de Gas del Centro,1.72071
2022-10-02,GasNea,0.375365
2022-10-02,Camuzzi Gas del Sur,9.161849
2022-10-02,Naturgy NOA,1.1
2022-10-02,Naturgy BAN,4.08
2022-10-03,Distribuidora de Gas del Centro,1.754267
2022-10-03,GasNea,0.444511
2022-10-03,MetroGAS,6.7924
2022-10-03,Litoral Gas,1.917478
2022-10-03,Naturgy BAN,5.52
2022-10-03,Distribuidora de Gas Cuyana,1.504265
2022-10-03,Camuzzi Gas Pampeana,5.693594
2022-10-03,Camuzzi Gas del Sur,10.171555
2022-10-03,Naturgy NOA,1.07
2022-10-04,Distribuidora de Gas Cuyana,1.67
2022-10-04,Naturgy NOA,0.93
2022-10-04,Litoral Gas,2.205059
2022-10-04,GasNea,0.345455
2022-10-04,MetroGAS,6.8392
2022-10-04,Distribuidora de Gas del Centro,1.505456
2022-10-04,Naturgy BAN,5.74
2022-10-04,Camuzzi Gas del Sur,9.593626
2022-10-04,Camuzzi Gas Pampeana,6.123613
2022-10-05,GasNea,0.581015
2022-10-05,Naturgy NOA,0.83
2022-10-05,Camuzzi Gas Pampeana,6.852609
2022-10-05,MetroGAS,6.0554
2022-10-05,Camuzzi Gas del Sur,9.783258
2022-10-05,Distribuidora de Gas del Centro,2.648395
2022-10-05,Naturgy BAN,5.1
2022-10-05,Litoral Gas,2.141171
2022-10-05,Distribuidora de Gas Cuyana,2.243542
2022-10-06,GasNea,0.440604
2022-10-06,Litoral Gas,2.176973
2022-10-06,Distribuidora de Gas Cuyana,1.867105
2022-10-06,Naturgy NOA,0.97
2022-10-06,MetroGAS,5.8915
2022-10-06,Camuzzi Gas del Sur,9.625342
2022-10-06,Distribuidora de Gas del Centro,2.372522
2022-10-06,Camuzzi Gas Pampeana,6.110084
2022-10-06,Naturgy BAN,4.97
2022-10-07,GasNea,0.388977
2022-10-07,Distribuidora de Gas Cuyana,1.840504
2022-10-07,MetroGAS,4.598
2022-10-07,Camuzzi Gas Pampeana,5.464625
2022-10-07,Naturgy NOA,1.05
2022-10-07,Naturgy BAN,4.06
2022-10-07,Litoral Gas,1.499403
2022-10-07,Distribuidora de Gas del Centro,1.60159
2022-10-07,Camuzzi Gas del Sur,10.66734
2022-10-08,Distribuidora de Gas del Centro,1.944862
2022-10-08,Naturgy BAN,5.22
2022-10-08,Litoral Gas,1.837441
2022-10-08,GasNea,0.331232
2022-10-08,Distribuidora de Gas Cuyana,1.916973
2022-10-08,Camuzzi Gas Pampeana,7.248812
2022-10-08,MetroGAS,6.2807
2022-10-08,Camuzzi Gas del Sur,12.084559
2022-10-08,Naturgy NOA,0.85
2022-10-09,Camuzzi Gas Pampeana,7.41804
2022-10-09,Distribuidora de Gas del Centro,2.145248
2022-10-09,Naturgy BAN,5.12
2022-10-09,Naturgy NOA,0.95
2022-10-09,Camuzzi Gas del Sur,10.755086
2022-10-09,Distribuidora de Gas Cuyana,1.87877
2022-10-09,GasNea,0.36755
2022-10-09,Litoral Gas,1.991511
2022-10-09,MetroGAS,6.0239
2022-10-10,Camuzzi Gas del Sur,9.158071
2022-10-10,Naturgy BAN,4.67
2022-10-10,Naturgy NOA,1.01
2022-10-10,Distribuidora de Gas Cuyana,1.772603
2022-10-10,MetroGAS,5.6895
2022-10-10,Litoral Gas,1.937464
2022-10-10,Camuzzi Gas Pampeana,6.799485
2022-10-10,GasNea,0.392132
2022-10-10,Distribuidora de Gas del Centro,2.146
2022-10-11,Distribuidora de Gas Cuyana,1.834311
2022-10-11,Naturgy BAN,5.53
2022-10-11,Naturgy NOA,0.97
2022-10-11,Camuzzi Gas Pampeana,6.116864
2022-10-11,Camuzzi Gas del Sur,9.251526
2022-10-11,GasNea,0.484256
2022-10-11,Litoral Gas,2.117345
2022-10-11,Distribuidora de Gas del Centro,2.277326
2022-10-11,MetroGAS,6.3421
2022-10-12,Distribuidora de Gas del Centro,1.956495
2022-10-12,Naturgy NOA,0.95
2022-10-12,MetroGAS,5.6669
2022-10-12,GasNea,0.450304
2022-10-12,Litoral Gas,1.912035
2022-10-12,Distribuidora de Gas Cuyana,1.813707
2022-10-12,Camuzzi Gas del Sur,11.280911
2022-10-12,Camuzzi Gas Pampeana,5.509413
2022-10-12,Naturgy BAN,4.97
2022-10-13,Camuzzi Gas Pampeana,7.040314
2022-10-13,Distribuidora de Gas del Centro,2.021269
2022-10-13,Distribuidora de Gas Cuyana,2.104781
2022-10-13,Naturgy BAN,5.41
2022-10-13,Naturgy NOA,0.95
2022-10-13,Litoral Gas,2.189194
2022-10-13,MetroGAS,6.4532
2022-10-13,GasNea,0.435397
2022-10-13,Camuzzi Gas del Sur,12.095711
2022-10-14,Distribuidora de Gas Cuyana,2.034179
2022-10-14,MetroGAS,7.3311
2022-10-14,Litoral Gas,2.581839
2022-10-14,GasNea,0.395182
2022-10-14,Naturgy BAN,5.93
2022-10-14,Naturgy NOA,0.93
2022-10-14,Camuzzi Gas del Sur,10.283029
