fecha,licenciataria,demanda_millones_m3d
2025-03-19,Distribuidora de Gas del Centro,1.250509
2025-03-19,Naturgy NOA,0.95
2025-03-19,Naturgy BAN,3.27
2025-03-19,MetroGAS,3.6009
2025-03-19,GasNea,0.262164
2025-03-19,Distribuidora de Gas Cuyana,0.91616
2025-03-19,Litoral Gas,1.154064
2025-03-20,GasNea,0.09785
2025-03-20,Distribuidora de Gas del Centro,1.427403
2025-03-20,Camuzzi Gas del Sur,4.781424
2025-03-20,MetroGAS,3.3397
2025-03-20,Distribuidora de Gas Cuyana,0.977023
2025-03-20,Camuzzi Gas Pampeana,1.989028
2025-03-20,Naturgy BAN,3.12
2025-03-20,Naturgy NOA,0.91
2025-03-20,Litoral Gas,1.218032
2025-03-21,Litoral Gas,1.168486
2025-03-21,MetroGAS,3.4152
2025-03-21,Camuzzi Gas Pampeana,2.41299
2025-03-21,Distribuidora de Gas Cuyana,1.505479
2025-03-21,Distribuidora de Gas del Centro,0.893831
2025-03-21,GasNea,0.219272
2025-03-21,Camuzzi Gas del Sur,5.100497
2025-03-21,Naturgy NOA,0.97
2025-03-21,Naturgy BAN,3.52
2025-03-22,Camuzzi Gas Pampeana,3.158225
2025-03-22,GasNea,0.254196
2025-03-22,Naturgy BAN,2.95
2025-03-22,Litoral Gas,0.786616
2025-03-22,Camuzzi Gas del Sur,6.548441
2025-03-22,Naturgy NOA,0.89
2025-03-22,Distribuidora de Gas del Centro,1.319042
2025-03-22,Distribuidora de Gas Cuyana,0.615053
2025-03-22,MetroGAS,3.2047
2025-03-23,Camuzzi Gas Pampeana,2.960583
2025-03-23,Camuzzi Gas del Sur,7.56854
2025-03-23,Naturgy NOA,0.92
2025-03-23,Distribuidora de Gas del Centro,1.285838
2025-03-23,Naturgy BAN,3.03
2025-03-23,GasNea,0.138397
2025-03-23,MetroGAS,3.0452
2025-03-23,Litoral Gas,0.700787
2025-03-23,Distribuidora de Gas Cuyana,1.730826
2025-03-24,Litoral Gas,0.972065
2025-03-24,GasNea,0.158435
2025-03-24,Distribuidora de Gas Cuyana,1.67283
2025-03-24,MetroGAS,3.411
2025-03-24,Naturgy NOA,1.11
2025-03-24,Camuzzi Gas del Sur,6.956078
2025-03-24,Distribuidora de Gas del Centro,1.44749
2025-03-24,Camuzzi Gas Pampeana,3.316585
2025-03-24,Naturgy BAN,3.18
2025-03-25,Naturgy NOA,1.07
2025-03-25,GasNea,0.179781
2025-03-25,MetroGAS,3.952
2025-03-25,Naturgy BAN,3.63
2025-03-25,Litoral Gas,1.314133
2025-03-25,Distribuidora de Gas del Centro,1.495288
2025-03-25,Distribuidora de Gas Cuyana,2.407718
2025-03-25,Camuzzi Gas del Sur,6.488997
2025-03-25,Camuzzi Gas Pampeana,3.487278
2025-03-26,Litoral Gas,1.283284
2025-03-26,Distribuidora de Gas del Centro,1.370953
2025-03-26,Naturgy BAN,3.56
2025-03-26,Naturgy NOA,1.14
2025-03-26,Distribuidora de Gas Cuyana,1.763953
2025-03-26,Camuzzi Gas del Sur,6.228787
2025-03-26,GasNea,0.269863
2025-03-26,MetroGAS,3.8565
2025-03-26,Camuzzi Gas Pampeana,3.262268
2025-03-27,Naturgy BAN,3.52
2025-03-27,Distribuidora de Gas Cuyana,1.58026
2025-03-27,MetroGAS,3.6493
2025-03-27,GasNea,0.248435
2025-03-27,Distribuidora de Gas del Centro,1.345572
2025-03-27,Litoral Gas,1.287872
2025-03-27,Naturgy NOA,1.08
2025-03-27,Camuzzi Gas Pampeana,2.451252
2025-03-27,Camuzzi Gas del Sur,6.406662
2025-03-28,Naturgy BAN,2.9
2025-03-28,Distribuidora de Gas del Centro,1.384301
2025-03-28,Distribuidora de Gas Cuyana,1.439338
2025-03-28,Litoral Gas,1.25203
2025-03-28,MetroGAS,3.606
2025-03-28,Naturgy NOA,0.94
2025-03-28,Camuzzi Gas Pampeana,2.706635
2025-03-28,Camuzzi Gas del Sur,6.629672
2025-03-28,GasNea,0.238602
2025-03-29,Naturgy NOA,0.99
2025-03-29,Distribuidora de Gas Cuyana,1.530993
2025-03-29,GasNea,0.229338
2025-03-29,Litoral Gas,0.991302
2025-03-29,MetroGAS,3.4137
2025-03-29,Camuzzi Gas Pampeana,2.861373
2025-03-29,Camuzzi Gas del Sur,6.809239
2025-03-29,Naturgy BAN,3.04
2025-03-29,Distribuidora de Gas del Centro,0.93708
2025-03-30,GasNea,0.211311
2025-03-30,Distribuidora de Gas del Centro,0.93988
2025-03-30,MetroGAS,3.2058
2025-03-30,Naturgy NOA,0.8
2025-03-30,Distribuidora de Gas Cuyana,1.250638
2025-03-30,Camuzzi Gas Pampeana,2.764109
2025-03-30,Camuzzi Gas del Sur,8.314394
2025-03-30,Litoral Gas,0.880686
2025-03-30,Naturgy BAN,2.71
2025-03-31,Camuzzi Gas Pampeana,3.447074
2025-03-31,Naturgy BAN,3.83
2025-03-31,Distribuidora de Gas Cuyana,1.719668
2025-03-31,Naturgy NOA,1.12
2025-03-31,MetroGAS,4.2522
2025-03-31,Camuzzi Gas del Sur,9.622671
2025-03-31,GasNea,0.226656
2025-03-31,Litoral Gas,1.564738
2025-03-31,Distribuidora de Gas del Centro,1.614061
2025-04-01,Distribuidora de Gas del Centro,1.369716
2025-04-01,Naturgy BAN,4.37
2025-04-01,GasNea,0.195048
2025-04-01,Distribuidora de Gas Cuyana,1.74503
2025-04-01,MetroGAS,4.429
2025-04-01,Camuzzi Gas Pampeana,4.226039
2025-04-01,Camuzzi Gas del Sur,9.638034
2025-04-01,Litoral Gas,1.37802
2025-04-01,Naturgy NOA,1.2
2025-04-02,Naturgy BAN,3.47
2025-04-02,Camuzzi Gas Pampeana,3.512108
2025-04-02,Camuzzi Gas del Sur,10.735633
2025-04-02,GasNea,0.269394
2025-04-02,Naturgy NOA,1.13
2025-04-02,Distribuidora de Gas Cuyana,1.432745
2025-04-02,Distribuidora de Gas del Centro,1.504212
2025-04-02,Litoral Gas,1.183747
2025-04-02,MetroGAS,3.8392
2025-04-03,Distribuidora de Gas Cuyana,1.817293
2025-04-03,Camuzzi Gas del Sur,12.528132
2025-04-03,GasNea,0.16369
2025-04-03,MetroGAS,4.7132
2025-04-03,Distribuidora de Gas del Centro,1.807207
2025-04-03,Camuzzi Gas Pampeana,5.133617
2025-04-03,Naturgy BAN,4.37
2025-04-03,Naturgy NOA,1.09
2025-04-03,Litoral Gas,1.395135
2025-04-04,Distribuidora de Gas del Centro,2.160824
2025-04-04,Naturgy NOA,1.23
2025-04-04,GasNea,0.296167
2025-04-04,Camuzzi Gas Pampeana,6.534958
2025-04-04,Naturgy BAN,5.59
2025-04-04,Litoral Gas,1.759867
2025-04-04,MetroGAS,5.897
2025-04-04,Distribuidora de Gas Cuyana,2.525206
2025-04-04,Camuzzi Gas del Sur,12.242824
2025-04-05,Distribuidora de Gas Cuyana,2.44808
2025-04-05,GasNea,0.373592
2025-04-05,Litoral Gas,1.726066
2025-04-05,MetroGAS,5.0921
2025-04-05,Camuzzi Gas Pampeana,6.818669
2025-04-05,Naturgy BAN,4.62
2025-04-05,Camuzzi Gas del Sur,9.67237
2025-04-05,Naturgy NOA,1.3
2025-04-05,Distribuidora de Gas del Centro,1.527618
2025-04-06,Camuzzi Gas del Sur,8.160845
2025-04-06,Naturgy BAN,4.01
2025-04-06,MetroGAS,4.4802
2025-04-06,Distribuidora de Gas Cuyana,2.034207
2025-04-06,Litoral Gas,1.432198
2025-04-06,Distribuidora de Gas del Centro,2.27999
2025-04-06,GasNea,0.394565
2025-04-06,Camuzzi Gas Pampeana,6.00436
2025-04-06,Naturgy NOA,1.25
2025-04-07,Naturgy BAN,4.97
2025-04-07,Camuzzi Gas Pampeana,5.419977
2025-04-07,MetroGAS,5.4073
2025-04-07,GasNea,0.284062
2025-04-07,Distribuidora de Gas Cuyana,2.37486
2025-04-07,Naturgy NOA,1.37
2025-04-07,Distribuidora de Gas del Centro,2.202279
2025-04-07,Camuzzi Gas del Sur,7.115459
2025-04-07,Litoral Gas,2.206512
2025-04-08,Camuzzi Gas Pampeana,5.255894
2025-04-08,Litoral Gas,2.223435
2025-04-08,MetroGAS,5.1753
2025-04-08,GasNea,0.376797
2025-04-08,Naturgy NOA,1.39
2025-04-08,Camuzzi Gas del Sur,7.887019
2025-04-08,Distribuidora de Gas Cuyana,1.788544
2025-04-08,Naturgy BAN,4.48
2025-04-08,Distribuidora de Gas del Centro,1.807941
2025-04-09,GasNea,0.335268
2025-04-09,Distribuidora de Gas Cuyana,1.995441
2025-04-09,Naturgy NOA,1.35
2025-04-09,Distribuidora de Gas del Centro,2.231767
2025-04-09,Naturgy BAN,4.17
2025-04-09,Litoral Gas,2.048938
2025-04-09,Camuzzi Gas Pampeana,4.513618
2025-04-09,Camuzzi Gas del Sur,7.596891
2025-04-09,MetroGAS,4.8464
2025-04-10,Camuzzi Gas del Sur,8.339901
2025-04-10,Naturgy BAN,4.14
2025-04-10,Naturgy NOA,1.36
2025-04-10,MetroGAS,4.5823
2025-04-10,Distribuidora de Gas del Centro,2.256255
2025-04-10,Camuzzi Gas Pampeana,4.034051
2025-04-10,Litoral Gas,1.762085
2025-04-10,GasNea,0.324032
2025-04-10,Distribuidora de Gas Cuyana,1.849212
2025-04-11,Naturgy NOA,1.36
2025-04-11,MetroGAS,4.5147
2025-04-11,GasNea,0.18798
2025-04-11,Naturgy BAN,4
2025-04-11,Camuzzi Gas del Sur,9.493113
2025-04-11,Distribuidora de Gas Cuyana,1.9254
2025-04-11,Camuzzi Gas Pampeana,3.74371
2025-04-11,Distribuidora de Gas del Centro,1.821034
2025-04-11,Litoral Gas,1.452529
2025-04-12,MetroGAS,3.8988
2025-04-12,GasNea,0.195968
2025-04-12,Litoral Gas,1.436815
2025-04-12,Distribuidora de Gas Cuyana,2.430192
2025-04-12,Distribuidora de Gas del Centro,1.775343
2025-04-12,Naturgy NOA,1.4
2025-04-12,Naturgy BAN,3.54
2025-04-12,Camuzzi Gas Pampeana,4.733265
2025-04-12,Camuzzi Gas del Sur,9.822543
2025-04-13,GasNea,0.213125
2025-04-13,MetroGAS,3.9786
2025-04-13,Litoral Gas,1.327576
2025-04-13,Naturgy BAN,3.88
2025-04-13,Naturgy NOA,1.37
2025-04-13,Camuzzi Gas Pampeana,4.82834
2025-04-13,Camuzzi Gas del Sur,10.85266
2025-04-13,Distribuidora de Gas Cuyana,1.881361
2025-04-13,Distribuidora de Gas del Centro,1.643809
2025-04-14,Naturgy NOA,1.36
2025-04-14,Camuzzi Gas del Sur,12.221829
2025-04-14,GasNea,0.276839
2025-04-14,Distribuidora de Gas Cuyana,1.881847
2025-04-14,Camuzzi Gas Pampeana,5.9729
2025-04-14,Litoral Gas,1.722901
2025-04-14,MetroGAS,4.9125
2025-04-14,Distribuidora de Gas del Centro,1.898839
2025-04-14,Naturgy BAN,4.58
2025-04-15,Naturgy NOA,1.38
2025-04-15,Camuzzi Gas del Sur,12.484323
2025-04-15,Camuzzi Gas Pampeana,7.137242
2025-04-15,Naturgy BAN,4.67
2025-04-15,Distribuidora de Gas del Centro,1.707895
2025-04-15,Litoral Gas,1.797181
2025-04-15,GasNea,0.31762
2025-04-15,MetroGAS,5.0485
2025-04-15,Distribuidora de Gas Cuyana,2.604508
2025-04-16,MetroGAS,5.2035
2025-04-16,Naturgy BAN,4.86
2025-04-16,Litoral Gas,1.661221
2025-04-16,Distribuidora de Gas Cuyana,1.9935
2025-04-16,Camuzzi Gas del Sur,11.606287
2025-04-16,GasNea,0.281671
2025-04-16,Naturgy NOA,1.38
2025-04-16,Camuzzi Gas Pampeana,7.219937
2025-04-16,Distribuidora de Gas del Centro,1.947082
2025-04-17,Naturgy NOA,1.2
2025-04-17,Litoral Gas,1.551969
2025-04-17,Naturgy BAN,4.35
2025-04-17,MetroGAS,5.1862
2025-04-17,Distribuidora de Gas del Centro,1.190569
2025-04-17,Camuzzi Gas Pampeana,7.469319
2025-04-17,GasNea,0.256912
2025-04-17,Camuzzi Gas del Sur,11.771207
2025-04-17,Distribuidora de Gas Cuyana,1.98574
2025-04-18,Distribuidora de Gas Cuyana,1.84
2025-04-18,Litoral Gas,1.341927
2025-04-18,Camuzzi Gas Pampeana,7.616292
2025-04-18,Distribuidora de Gas del Centro,1.870291
2025-04-18,Camuzzi Gas del Sur,11.899528
2025-04-18,GasNea,0.210573
2025-04-18,Naturgy BAN,4.03
2025-04-18,Naturgy NOA,1.11
2025-04-18,MetroGAS,4.9188
2025-04-19,Distribuidora de Gas Cuyana,2.301498
2025-04-19,Naturgy NOA,1.15
2025-04-19,Camuzzi Gas Pampeana,7.131286
2025-04-19,Camuzzi Gas del Sur,11.796266
2025-04-19,Naturgy BAN,5.04
2025-04-19,Distribuidora de Gas del Centro,1.887515
2025-04-19,MetroGAS,5.4688
2025-04-19,GasNea,0.268126
2025-04-19,Litoral Gas,1.449308
2025-04-20,Distribuidora de Gas Cuyana,1.920646
2025-04-20,MetroGAS,5.208
2025-04-20,Naturgy NOA,1.09
2025-04-20,Litoral Gas,1.784532
2025-04-20,Camuzzi Gas del Sur,11.086826
2025-04-20,Naturgy BAN,4.89
2025-04-20,Distribuidora de Gas del Centro,2.314612
2025-04-20,GasNea,0.32651
2025-04-20,Camuzzi Gas Pampeana,7.515836
2025-04-21,Litoral Gas,2.070651
2025-04-21,GasNea,0.274166
2025-04-21,MetroGAS,5.3862
2025-04-21,Distribuidora de Gas del Centro,2.328533
2025-04-21,Distribuidora de Gas Cuyana,2.201605
2025-04-21,Naturgy NOA,1.04
2025-04-21,Camuzzi Gas Pampeana,7.99799
2025-04-21,Camuzzi Gas del Sur,11.673752
2025-04-21,Naturgy BAN,4.87
2025-04-22,Naturgy NOA,1.01
2025-04-22,Camuzzi Gas del Sur,12.136909
2025-04-22,Distribuidora de Gas del Centro,1.875332
2025-04-22,Litoral Gas,1.827309
2025-04-22,Naturgy BAN,4.49
2025-04-22,GasNea,0.237672
2025-04-22,Distribuidora de Gas Cuyana,2.388181
2025-04-22,Camuzzi Gas Pampeana,6.924087
2025-04-22,MetroGAS,5.0196
2025-04-23,Naturgy NOA,0.93
2025-04-23,MetroGAS,4.7695
2025-04-23,Naturgy BAN,4.24
2025-04-23,GasNea,0.2804
2025-04-23,Distribuidora de Gas del Centro,1.82509
2025-04-23,Camuzzi Gas del Sur,11.349024
2025-04-23,Camuzzi Gas Pampeana,5.068966
2025-04-23,Litoral Gas,1.431919
2025-04-23,Distribuidora de Gas Cuyana,2.034275
2025-04-24,Distribuidora de Gas Cuyana,2.007507
2025-04-24,MetroGAS,4.8689
2025-04-24,GasNea,0.236769
2025-04-24,Naturgy BAN,4.34
2025-04-24,Litoral Gas,1.858077
2025-04-24,Camuzzi Gas Pampeana,5.443847
2025-04-24,Camuzzi Gas del Sur,10.515437
2025-04-24,Distribuidora de Gas del Centro,1.45569
2025-04-24,Naturgy NOA,0.97
2025-04-25,Litoral Gas,1.644201
2025-04-25,Naturgy NOA,0.93
2025-04-25,Distribuidora de Gas Cuyana,2.047884
2025-04-25,Distribuidora de Gas del Centro,1.655692
2025-04-25,Naturgy BAN,4.13
2025-04-25,Camuzzi Gas del Sur,12.257289
2025-04-25,Camuzzi Gas Pampeana,5.568369
2025-04-25,GasNea,0.16118
2025-04-25,MetroGAS,4.5552
2025-04-26,Distribuidora de Gas del Centro,1.885785
2025-04-26,MetroGAS,4.7258
2025-04-26,Litoral Gas,1.595269
2025-04-26,GasNea,0.238184
2025-04-26,Naturgy NOA,0.9
2025-04-26,Distribuidora de Gas Cuyana,2.378321
2025-04-26,Camuzzi Gas del Sur,13.093907
2025-04-26,Camuzzi Gas Pampeana,6.633518
2025-04-26,Naturgy BAN,4.42
2025-04-27,Distribuidora de Gas del Centro,2.095804
2025-04-27,Distribuidora de Gas Cuyana,2.194159
2025-04-27,Litoral Gas,1.592711
2025-04-27,GasNea,0.259202
2025-04-27,Naturgy BAN,4.71
2025-04-27,MetroGAS,4.9397
2025-04-27,Camuzzi Gas del Sur,11.878641
2025-04-27,Camuzzi Gas Pampeana,6.740987
2025-04-27,Naturgy NOA,1.13
2025-04-28,Litoral Gas,0.955255
2025-04-28,Naturgy NOA,1.3
2025-04-28,MetroGAS,5.701
2025-04-28,GasNea,0.273532
2025-04-28,Camuzzi Gas Pampeana,6.488032
2025-04-28,Distribuidora de Gas Cuyana,2.326639
2025-04-28,Naturgy BAN,5.98
2025-04-28,Camuzzi Gas del Sur,11.953934
2025-04-28,Distribuidora de Gas del Centro,1.949465
2025-04-29,Distribuidora de Gas Cuyana,2.342247
2025-04-29,Naturgy BAN,5.15
2025-04-29,Camuzzi Gas del Sur,12.240711
2025-04-29,Distribuidora de Gas del Centro,1.802248
2025-04-29,GasNea,0.208034
2025-04-29,Camuzzi Gas Pampeana,6.521284
2025-04-29,Naturgy NOA,1.23
2025-04-29,Litoral Gas,1.80083
2025-04-29,MetroGAS,5.5222
2025-04-30,Distribuidora de Gas Cuyana,2.057471
2025-04-30,Camuzzi Gas Pampeana,6.101745
2025-04-30,Distribuidora de Gas del Centro,1.86
2025-04-30,Camuzzi Gas del Sur,11.98316
2025-04-30,GasNea,0.269693
2025-04-30,Naturgy BAN,4.76
2025-04-30,Naturgy NOA,1.31
2025-04-30,Litoral Gas,2.04846
2025-04-30,MetroGAS,5.0125
2025-05-01,Naturgy NOA,1.15
2025-05-01,Camuzzi Gas del Sur,11.414487
2025-05-01,Camuzzi Gas Pampeana,6.252395
2025-05-01,Naturgy BAN,4.22
2025-05-01,Distribuidora de Gas Cuyana,1.652634
2025-05-01,GasNea,0.254844
2025-05-01,Litoral Gas,1.544191
2025-05-01,MetroGAS,4.3773
2025-05-01,Distribuidora de Gas del Centro,1.629568
2025-05-02,Naturgy NOA,1.18
2025-05-02,Distribuidora de Gas del Centro,1.484047
2025-05-02,MetroGAS,4.5784
2025-05-02,GasNea,0.195974
2025-05-02,Litoral Gas,1.66803
2025-05-02,Camuzzi Gas Pampeana,5.238476
2025-05-02,Distribuidora de Gas Cuyana,1.81951
2025-05-02,Naturgy BAN,4.51
2025-05-02,Camuzzi Gas del Sur,12.133147
2025-05-03,Distribuidora de Gas del Centro,1.415821
2025-05-03,MetroGAS,4.0099
2025-05-03,GasNea,0.172278
2025-05-03,Naturgy NOA,1.16
2025-05-03,Distribuidora de Gas Cuyana,1.870202
2025-05-03,Camuzzi Gas Pampeana,5.242944
2025-05-03,Naturgy BAN,4.08
2025-05-03,Litoral Gas,1.372261
2025-05-03,Camuzzi Gas del Sur,12.463254
2025-05-04,Naturgy NOA,1.11
2025-05-04,Camuzzi Gas del Sur,13.065107
2025-05-04,Camuzzi Gas Pampeana,5.420617
2025-05-04,Litoral Gas,1.13842
2025-05-04,Distribuidora de Gas Cuyana,1.967249
2025-05-04,Distribuidora de Gas del Centro,1.116233
2025-05-04,GasNea,0.210879
2025-05-04,MetroGAS,3.8049
2025-05-04,Naturgy BAN,3.68
2025-05-05,Distribuidora de Gas Cuyana,2.281703
2025-05-05,Distribuidora de Gas del Centro,1.343203
2025-05-05,Camuzzi Gas del Sur,13.947793
2025-05-05,Naturgy BAN,4.79
2025-05-05,Naturgy NOA,1.22
2025-05-05,Camuzzi Gas Pampeana,7.457872
2025-05-05,GasNea,0.179377
2025-05-05,Litoral Gas,1.727987
2025-05-05,MetroGAS,4.9515
2025-05-06,Distribuidora de Gas Cuyana,2.406425
2025-05-06,Naturgy NOA,1.21
2025-05-06,GasNea,0.234079
2025-05-06,Litoral Gas,1.552641
2025-05-06,Distribuidora de Gas del Centro,1.688027
2025-05-06,Naturgy BAN,4.41
2025-05-06,Camuzzi Gas del Sur,13.827021
2025-05-06,MetroGAS,4.6692
2025-05-06,Camuzzi Gas Pampeana,6.939159
2025-05-07,Camuzzi Gas Pampeana,6.790453
2025-05-07,Naturgy BAN,4.51
2025-05-07,Litoral Gas,1.373944
2025-05-07,Naturgy NOA,1.31
2025-05-07,Distribuidora de Gas del Centro,1.929651
2025-05-07,MetroGAS,4.6937
2025-05-07,Distribuidora de Gas Cuyana,1.97689
2025-05-07,Camuzzi Gas del Sur,14.971702
2025-05-07,GasNea,0.209871
2025-05-08,Camuzzi Gas del Sur,14.792397
2025-05-08,Camuzzi Gas Pampeana,6.839963
2025-05-08,Litoral Gas,1.661209
2025-05-08,MetroGAS,4.8793
2025-05-08,Distribuidora de Gas Cuyana,2.337951
2025-05-08,Distribuidora de Gas del Centro,1.593133
2025-05-08,Naturgy BAN,4.65
2025-05-08,Naturgy NOA,1.13
2025-05-08,GasNea,0.174001
2025-05-09,Naturgy NOA,1.2
2025-05-09,Camuzzi Gas Pampeana,7.40756
2025-05-09,Litoral Gas,1.742416
2025-05-09,GasNea,0.228589
2025-05-09,MetroGAS,4.7159
2025-05-09,Distribuidora de Gas del Centro,1.677919
2025-05-09,Distribuidora de Gas Cuyana,2.598841
2025-05-09,Camuzzi Gas del Sur,13.698334
2025-05-09,Naturgy BAN,4.87
2025-05-10,GasNea,0.219394
2025-05-10,Naturgy BAN,4.57
2025-05-10,Distribuidora de Gas del Centro,1.979983
2025-05-10,Camuzzi Gas del Sur,12.220273
2025-05-10,Distribuidora de Gas Cuyana,2.197716
2025-05-10,Naturgy NOA,1.16
2025-05-10,MetroGAS,4.7774
2025-05-10,Litoral Gas,1.526671
2025-05-10,Camuzzi Gas Pampeana,7.627044
2025-05-11,Distribuidora de Gas del Centro,1.681632
2025-05-11,GasNea,0.219651
2025-05-11,MetroGAS,4.783
2025-05-11,Naturgy NOA,1.05
2025-05-11,Camuzzi Gas del Sur,11.978776
2025-05-11,Litoral Gas,1.432086
2025-05-11,Naturgy BAN,4.61
2025-05-11,Camuzzi Gas Pampeana,6.730333
2025-05-11,Distribuidora de Gas Cuyana,2.342332
2025-05-12,Distribuidora de Gas Cuyana,1.788275
2025-05-12,Camuzzi Gas Pampeana,7.079355
2025-05-12,Camuzzi Gas del Sur,12.378895
2025-05-12,Distribuidora de Gas del Centro,1.749125
2025-05-12,Litoral Gas,1.962809
2025-05-12,Naturgy NOA,1.08
2025-05-12,MetroGAS,5.5525
2025-05-12,GasNea,0.260359
2025-05-12,Naturgy BAN,5.73
2025-05-13,Camuzzi Gas del Sur,12.240324
2025-05-13,MetroGAS,5.2718
2025-05-13,Naturgy BAN,5.27
2025-05-13,Camuzzi Gas Pampeana,6.700481
2025-05-13,Distribuidora de Gas Cuyana,2.1502
2025-05-13,Distribuidora de Gas del Centro,1.680237
2025-05-13,GasNea,0.301103
2025-05-13,Litoral Gas,1.942335
2025-05-13,Naturgy NOA,1.2
2025-05-14,Camuzzi Gas Pampeana,5.905229
2025-05-14,Distribuidora de Gas Cuyana,2.163381
2025-05-14,Distribuidora de Gas del Centro,1.858331
2025-05-14,Naturgy NOA,1.18
2025-05-14,Naturgy BAN,4.72
2025-05-14,Litoral Gas,1.802688
2025-05-14,GasNea,0.219201
2025-05-14,Camuzzi Gas del Sur,12.490384
2025-05-14,MetroGAS,4.873047
2025-05-15,Naturgy NOA,1.15
2025-05-15,Distribuidora de Gas del Centro,1.498492
2025-05-15,MetroGAS,4.690609
2025-05-15,Distribuidora de Gas Cuyana,2.080729
2025-05-15,Naturgy BAN,4.64
2025-05-15,Litoral Gas,1.678707
2025-05-15,Camuzzi Gas Pampeana,5.965594
2025-05-15,GasNea,0.136055
2025-05-15,Camuzzi Gas del Sur,12.815033
2025-05-16,Naturgy BAN,4.95
2025-05-16,Camuzzi Gas Pampeana,5.342294
2025-05-16,GasNea,0.172232
2025-05-16,Litoral Gas,1.610642
2025-05-16,MetroGAS,5.1275
2025-05-16,Camuzzi Gas del Sur,13.188585
2025-05-16,Naturgy NOA,1.08
2025-05-16,Distribuidora de Gas del Centro,1.270556
2025-05-16,Distribuidora de Gas Cuyana,2.110164
2025-05-17,Camuzzi Gas del Sur,13.62848
2025-05-17,Distribuidora de Gas Cuyana,1.86228
2025-05-17,Litoral Gas,1.459414
2025-05-17,Naturgy NOA,1.05
2025-05-17,GasNea,0.163019
2025-05-17,MetroGAS,5.1518
2025-05-17,Naturgy BAN,5.14
2025-05-17,Distribuidora de Gas del Centro,1.688689
2025-05-17,Camuzzi Gas Pampeana,5.866569
2025-05-18,Naturgy BAN,6.07
2025-05-18,GasNea,0.206745
2025-05-18,MetroGAS,6.2043
2025-05-18,Distribuidora de Gas Cuyana,2.45616
2025-05-18,Litoral Gas,1.735186
2025-05-18,Distribuidora de Gas del Centro,1.778775
2025-05-18,Camuzzi Gas Pampeana,7.822695
2025-05-18,Camuzzi Gas del Sur,14.858008
2025-05-18,Naturgy NOA,1.14
2025-05-19,Naturgy NOA,1.34
2025-05-19,Litoral Gas,2.690392
2025-05-19,GasNea,0.293286
2025-05-19,MetroGAS,8.6981
2025-05-19,Camuzzi Gas Pampeana,10.550934
2025-05-19,Distribuidora de Gas del Centro,2.733695
2025-05-19,Naturgy BAN,8.18
2025-05-19,Distribuidora de Gas Cuyana,2.716613
2025-05-19,Camuzzi Gas del Sur,16.173545
2025-05-20,MetroGAS,9.3422
2025-05-20,GasNea,0.345816
2025-05-20,Litoral Gas,3.15025
2025-05-20,Distribuidora de Gas del Centro,2.808702
2025-05-20,Naturgy BAN,8.94
2025-05-20,Camuzzi Gas Pampeana,11.92021
2025-05-20,Naturgy NOA,1.36
2025-05-20,Camuzzi Gas del Sur,16.811831
2025-05-20,Distribuidora de Gas Cuyana,3.432487
2025-05-21,Litoral Gas,3.513223
2025-05-21,GasNea,0.486728
2025-05-21,Distribuidora de Gas Cuyana,3.760422
2025-05-21,Distribuidora de Gas del Centro,3.264189
2025-05-21,Naturgy NOA,1.45
2025-05-21,Naturgy BAN,9.26
2025-05-21,Camuzzi Gas Pampeana,12.26662
2025-05-21,Camuzzi Gas del Sur,17.175969
2025-05-21,MetroGAS,9.7947
2025-05-22,Distribuidora de Gas Cuyana,3.649081
2025-05-22,Naturgy BAN,9.3
2025-05-22,MetroGAS,9.7293
2025-05-22,GasNea,0.400886
2025-05-22,Litoral Gas,3.474047
2025-05-22,Distribuidora de Gas del Centro,3.664137
2025-05-22,Camuzzi Gas Pampeana,11.892506
2025-05-22,Naturgy NOA,1.54
2025-05-22,Camuzzi Gas del Sur,17.048468
2025-05-23,GasNea,0.393927
2025-05-23,Litoral Gas,3.822932
2025-05-23,MetroGAS,9.4018
2025-05-23,Naturgy NOA,1.51
2025-05-23,Distribuidora de Gas Cuyana,3.885201
2025-05-23,Camuzzi Gas Pampeana,11.830222
2025-05-23,Camuzzi Gas del Sur,16.283773
2025-05-23,Distribuidora de Gas del Centro,3.033905
2025-05-23,Naturgy BAN,9.09
2025-05-24,GasNea,0.398983
2025-05-24,Camuzzi Gas Pampeana,10.608709
2025-05-24,Distribuidora de Gas Cuyana,3.39031
2025-05-24,Camuzzi Gas del Sur,15.484774
2025-05-24,Distribuidora de Gas del Centro,2.652007
2025-05-24,MetroGAS,7.6239
2025-05-24,Naturgy BAN,7.43
2025-05-24,Naturgy NOA,1.57
2025-05-24,Litoral Gas,2.973647
2025-05-25,Naturgy BAN,7.12
2025-05-25,Litoral Gas,2.449244
2025-05-25,MetroGAS,7.3139
2025-05-25,Distribuidora de Gas Cuyana,3.383865
2025-05-25,Naturgy NOA,1.41
2025-05-25,Distribuidora de Gas del Centro,2.966114
2025-05-25,GasNea,0.410538
2025-05-25,Camuzzi Gas del Sur,14.730499
2025-05-25,Camuzzi Gas Pampeana,9.672085
2025-05-26,Naturgy NOA,1.73
2025-05-26,GasNea,0.366177
2025-05-26,Camuzzi Gas Pampeana,9.208708
2025-05-26,Distribuidora de Gas Cuyana,3.378504
2025-05-26,Naturgy BAN,6.8
2025-05-26,Camuzzi Gas del Sur,15.396719
2025-05-26,Litoral Gas,2.777303
